[MpiManager] Sucessfully initialized, numThreads=1
[Directories] Directory ./100case13_addTemp_mink/ created.
[Directories] Directory ./100case13_addTemp_mink/imageData/ created.
[Directories] Directory ./100case13_addTemp_mink/imageData/data/ created.
[Directories] Directory ./100case13_addTemp_mink/vtkData/ created.
[Directories] Directory ./100case13_addTemp_mink/vtkData/data/ created.
[Directories] Directory ./100case13_addTemp_mink/gnuplotData/ created.
[Directories] Directory ./100case13_addTemp_mink/gnuplotData/data/ created.
[main] case13
[main] omega = .... 1
[main] omega 1
[main] working with diffuse approximation
[main] omega=1
[main] latticeSink=0.000405
[RadiativeUnitConverter] ----------------- UnitConverter information -----------------
[RadiativeUnitConverter] -- Parameters:
[RadiativeUnitConverter] Resolution:                       N=              100
[RadiativeUnitConverter] Lattice relaxation frequency:     omega=          1
[RadiativeUnitConverter] Lattice relaxation time:          tau=            1
[RadiativeUnitConverter] Characteristical length(m):       charL=          1
[RadiativeUnitConverter] Phys. density(kg/m^d):            charRho=        1
[RadiativeUnitConverter] Phys. absorption(1/m):            mu_a=           1.8
[RadiativeUnitConverter] Phys. scattering(1/m):            mu_s=           4.2
[RadiativeUnitConverter] Extinction(1/m):                  mu_t=           6
[RadiativeUnitConverter] Effective attenuation(1/m):       mu_eff=         5.6921
[RadiativeUnitConverter] Phys. diffusion(m):               D=              0.0555556
[RadiativeUnitConverter] Single scattering albedo:         albedo=         0.7
[RadiativeUnitConverter] Anisotropy factor:                g=              0
[RadiativeUnitConverter] 
[RadiativeUnitConverter] Lattice diffusion:                D^*=            5.55556
[RadiativeUnitConverter] Lattice absorption:               absorption=     0.018
[RadiativeUnitConverter] Lattice scattering:               scattering=     0.042
[RadiativeUnitConverter] Lattice sink:                     sink=           0.000405
[RadiativeUnitConverter] C_R: 1
[RadiativeUnitConverter] r_F: 1.91388
[RadiativeUnitConverter] 
[RadiativeUnitConverter] -- Conversion factors:
[RadiativeUnitConverter] Voxel length(m):                  physDeltaX=     0.01
[RadiativeUnitConverter] Time step(s):                     physDeltaT=     1.25e-05
[RadiativeUnitConverter] Density factor(kg/m^3):           physDensity=    1
[RadiativeUnitConverter] -------------------------------------------------------------
[prepareGeometryCube] Prepare cubeGeometry ...
[SuperGeometry3D] cleaned 0 outer boundary voxel(s)
[SuperGeometry3D] cleaned 0 inner boundary voxel(s)
[SuperGeometry3D] the model is correct!
[CuboidGeometry3D] ---Cuboid Stucture Statistics---
[CuboidGeometry3D]  Number of Cuboids: 	2
[CuboidGeometry3D]  Delta  (min): 		0.01
[CuboidGeometry3D]         (max): 		0.01
[CuboidGeometry3D]  Ratio  (min): 		0.49505
[CuboidGeometry3D]         (max): 		2.02
[CuboidGeometry3D]  Nodes  (min): 		510050
[CuboidGeometry3D]         (max): 		520251
[CuboidGeometry3D]  Weight (min): 		510050
[CuboidGeometry3D]         (max): 		520251
[CuboidGeometry3D] --------------------------------
[SuperGeometryStatistics3D] materialNumber=1; count=970299; minPhysR=(0.01,-0.49,-0.49); maxPhysR=(0.99,0.49,0.49)
[SuperGeometryStatistics3D] materialNumber=2; count=59561; minPhysR=(0,-0.5,-0.5); maxPhysR=(1,0.5,0.5)
[SuperGeometryStatistics3D] materialNumber=3; count=441; minPhysR=(0,-0.1,-0.1); maxPhysR=(0,0.1,0.1)
[prepareGeometryCube] Prepare cubeGeometry ... OK
[prepareLattice] Prepare Lattice ...
[prepareLattice] Prepare Lattice ... OK
[main] iT convergence criteria: 640
[LatticeStatistics] step=0; t=0; uMax=0; avEnergy=0; avRho=1
[Timer] step=0; percent=0; passedTime=6.95308e-313; remTime=0.001; MLUPs=0
[Timer] step=0; percent=0; passedTime=6.95308e-313; remTime=0.001; MLUPs=0
[LatticeStatistics] step=200; t=0.0025; uMax=0; avEnergy=0; avRho=0.00256745
[Timer] step=200; percent=0.0208333; passedTime=9.663; remTime=46372.7; MLUPs=21.3247
[Timer] step=200; percent=0.0208333; passedTime=9.663; remTime=46372.7; MLUPs=21.3247
[LatticeStatistics] step=400; t=0.005; uMax=0; avEnergy=0; avRho=0.00345535
[Timer] step=400; percent=0.0416667; passedTime=19.824; remTime=47557.8; MLUPs=20.2795
[Timer] step=400; percent=0.0416667; passedTime=19.824; remTime=47557.8; MLUPs=20.2795
[LatticeStatistics] step=600; t=0.0075; uMax=0; avEnergy=0; avRho=0.00408299
[Timer] step=600; percent=0.0625; passedTime=30.062; remTime=48069.1; MLUPs=20.127
[Timer] step=600; percent=0.0625; passedTime=30.062; remTime=48069.1; MLUPs=20.127
[ValueTracer] average=0.00295808; stdDev/average=0.310129
[LatticeStatistics] step=800; t=0.01; uMax=0; avEnergy=0; avRho=0.00456989
[Timer] step=800; percent=0.0833333; passedTime=40.55; remTime=48619.4; MLUPs=19.6491
[Timer] step=800; percent=0.0833333; passedTime=40.55; remTime=48619.4; MLUPs=19.6491
[LatticeStatistics] step=1000; t=0.0125; uMax=0; avEnergy=0; avRho=0.00496326
[Timer] step=1000; percent=0.104167; passedTime=50.994; remTime=48903.2; MLUPs=19.73
[Timer] step=1000; percent=0.104167; passedTime=50.994; remTime=48903.2; MLUPs=19.73
[LatticeStatistics] step=1200; t=0.015; uMax=0; avEnergy=0; avRho=0.00528778
[Timer] step=1200; percent=0.125; passedTime=61.366; remTime=49031.4; MLUPs=19.867
[Timer] step=1200; percent=0.125; passedTime=61.366; remTime=49031.4; MLUPs=19.867
[ValueTracer] average=0.00486039; stdDev/average=0.0715612
[LatticeStatistics] step=1400; t=0.0175; uMax=0; avEnergy=0; avRho=0.00555863
[Timer] step=1400; percent=0.145833; passedTime=71.755; remTime=49131.7; MLUPs=19.8345
[Timer] step=1400; percent=0.145833; passedTime=71.755; remTime=49131.7; MLUPs=19.8345
[LatticeStatistics] step=1600; t=0.02; uMax=0; avEnergy=0; avRho=0.00578625
[Timer] step=1600; percent=0.166667; passedTime=82.16; remTime=49213.8; MLUPs=19.8021
[Timer] step=1600; percent=0.166667; passedTime=82.16; remTime=49213.8; MLUPs=19.8021
[LatticeStatistics] step=1800; t=0.0225; uMax=0; avEnergy=0; avRho=0.00597837
[Timer] step=1800; percent=0.1875; passedTime=92.488; remTime=49234.4; MLUPs=19.9535
[Timer] step=1800; percent=0.1875; passedTime=92.488; remTime=49234.4; MLUPs=19.9535
[ValueTracer] average=0.0057716; stdDev/average=0.0337825
[LatticeStatistics] step=2000; t=0.025; uMax=0; avEnergy=0; avRho=0.00614101
[Timer] step=2000; percent=0.208333; passedTime=102.837; remTime=49258.9; MLUPs=19.9111
[Timer] step=2000; percent=0.208333; passedTime=102.837; remTime=49258.9; MLUPs=19.9111
[LatticeStatistics] step=2200; t=0.0275; uMax=0; avEnergy=0; avRho=0.00627898
[Timer] step=2200; percent=0.229167; passedTime=113.204; remTime=49284.9; MLUPs=19.8766
[Timer] step=2200; percent=0.229167; passedTime=113.204; remTime=49284.9; MLUPs=19.8766
[LatticeStatistics] step=2400; t=0.03; uMax=0; avEnergy=0; avRho=0.00639621
[Timer] step=2400; percent=0.25; passedTime=123.535; remTime=49290.5; MLUPs=19.9458
[Timer] step=2400; percent=0.25; passedTime=123.535; remTime=49290.5; MLUPs=19.9458
[ValueTracer] average=0.00629572; stdDev/average=0.0182158
[LatticeStatistics] step=2600; t=0.0325; uMax=0; avEnergy=0; avRho=0.00649595
[Timer] step=2600; percent=0.270833; passedTime=133.891; remTime=49302.8; MLUPs=19.8977
[Timer] step=2600; percent=0.270833; passedTime=133.891; remTime=49302.8; MLUPs=19.8977
[LatticeStatistics] step=2800; t=0.035; uMax=0; avEnergy=0; avRho=0.0065809
[Timer] step=2800; percent=0.291667; passedTime=144.236; remTime=49308.1; MLUPs=19.9188
[Timer] step=2800; percent=0.291667; passedTime=144.236; remTime=49308.1; MLUPs=19.9188
[LatticeStatistics] step=3000; t=0.0375; uMax=0; avEnergy=0; avRho=0.00665332
[Timer] step=3000; percent=0.3125; passedTime=154.549; remTime=49301.1; MLUPs=19.9806
[Timer] step=3000; percent=0.3125; passedTime=154.549; remTime=49301.1; MLUPs=19.9806
[LatticeStatistics] step=3200; t=0.04; uMax=0; avEnergy=0; avRho=0.0067151
[Timer] step=3200; percent=0.333333; passedTime=164.866; remTime=49294.9; MLUPs=19.9748
[Timer] step=3200; percent=0.333333; passedTime=164.866; remTime=49294.9; MLUPs=19.9748
[ValueTracer] average=0.00660643; stdDev/average=0.0103728
[LatticeStatistics] step=3400; t=0.0425; uMax=0; avEnergy=0; avRho=0.00676784
[Timer] step=3400; percent=0.354167; passedTime=175.173; remTime=49285.4; MLUPs=19.9903
[Timer] step=3400; percent=0.354167; passedTime=175.173; remTime=49285.4; MLUPs=19.9903
[LatticeStatistics] step=3600; t=0.045; uMax=0; avEnergy=0; avRho=0.00681289
[Timer] step=3600; percent=0.375; passedTime=185.506; remTime=49282.8; MLUPs=19.9439
[Timer] step=3600; percent=0.375; passedTime=185.506; remTime=49282.8; MLUPs=19.9439
[LatticeStatistics] step=3800; t=0.0475; uMax=0; avEnergy=0; avRho=0.00685138
[Timer] step=3800; percent=0.395833; passedTime=195.831; remTime=49277.3; MLUPs=19.9593
[Timer] step=3800; percent=0.395833; passedTime=195.831; remTime=49277.3; MLUPs=19.9593
[ValueTracer] average=0.00679284; stdDev/average=0.00607786
[LatticeStatistics] step=4000; t=0.05; uMax=0; avEnergy=0; avRho=0.00688428
[Timer] step=4000; percent=0.416667; passedTime=206.168; remTime=49274.2; MLUPs=19.9323
[Timer] step=4000; percent=0.416667; passedTime=206.168; remTime=49274.2; MLUPs=19.9323
[LatticeStatistics] step=4200; t=0.0525; uMax=0; avEnergy=0; avRho=0.00691242
[Timer] step=4200; percent=0.4375; passedTime=216.656; remTime=49304.7; MLUPs=19.6491
[Timer] step=4200; percent=0.4375; passedTime=216.656; remTime=49304.7; MLUPs=19.6491
[LatticeStatistics] step=4400; t=0.055; uMax=0; avEnergy=0; avRho=0.00693648
[Timer] step=4400; percent=0.458333; passedTime=227.053; remTime=49311.8; MLUPs=19.8173
[Timer] step=4400; percent=0.458333; passedTime=227.053; remTime=49311.8; MLUPs=19.8173
[ValueTracer] average=0.00690541; stdDev/average=0.00361926
[LatticeStatistics] step=4600; t=0.0575; uMax=0; avEnergy=0; avRho=0.00695707
[Timer] step=4600; percent=0.479167; passedTime=237.426; remTime=49312.3; MLUPs=19.867
[Timer] step=4600; percent=0.479167; passedTime=237.426; remTime=49312.3; MLUPs=19.867
[LatticeStatistics] step=4800; t=0.06; uMax=0; avEnergy=0; avRho=0.00697469
[Timer] step=4800; percent=0.5; passedTime=247.757; remTime=49303.6; MLUPs=19.9477
[Timer] step=4800; percent=0.5; passedTime=247.757; remTime=49303.6; MLUPs=19.9477
[LatticeStatistics] step=5000; t=0.0625; uMax=0; avEnergy=0; avRho=0.00698976
[Timer] step=5000; percent=0.520833; passedTime=258.106; remTime=49298.2; MLUPs=19.9092
[Timer] step=5000; percent=0.520833; passedTime=258.106; remTime=49298.2; MLUPs=19.9092
[ValueTracer] average=0.00697364; stdDev/average=0.00217538
[LatticeStatistics] step=5200; t=0.065; uMax=0; avEnergy=0; avRho=0.00700267
[Timer] step=5200; percent=0.541667; passedTime=268.452; remTime=49291.9; MLUPs=19.9169
